Fecha;Tipo de Cambio Minorista;Dólar Ahorro;Dólar MEP;Indice Merval;Badlar en $;Tasa de Interes deposito 30 días;Tasa de Interes prestamos por cuenta corriente;Crecimiento Económico;Riesgo crediticio;Desempleo;Indice de Volatilidad
30/08/2018;34,4;;;27625,4;36,0625;33,15;;;;;
31/08/2018;39,78;;;28769,1;39,4375;35,41;;;;;
03/09/2018;38;;;29948,4;39;32,7;;;;;
04/09/2018;38,99;;;29811,2;40,0625;35,07;;;;;
05/09/2018;39,69;;;29455,2;40,3125;35,49;;;;;
06/09/2018;39,25;;;29163,6;40,5625;37,59;;;;;
07/09/2018;38,32;;;29744,7;40,5625;38,03;;;;;
10/09/2018;37,81;;;30023,8;39,9375;36,13;;;;;
11/09/2018;38,18;;;30177,4;40,5;34,82;;;;;
12/09/2018;38,71;;;31157,4;40,5;37,6;;;;;
13/09/2018;39,08;;;32106,3;41;35,33;;;;;
14/09/2018;40,22;;;33118,4;40,8125;37,21;;;;;
17/09/2018;40,51;;;34514,2;42,4375;37,92;;;;;
18/09/2018;40,41;;;34327,1;43,25;39,65;;;;;
19/09/2018;40,5;;;33163,6;45,4375;44,97;;;;;
20/09/2018;40,12;;;34052,6;43,9375;42,67;;;;;
21/09/2018;38,98;;;33943,3;42,6875;38,62;;;;;
24/09/2018;38,14;;;33651,3;43,125;36,73;;;;;
25/09/2018;38,18;;;33461,8;44,5;41,91;;;;;
26/09/2018;38,88;;;32584,9;42,4375;40,45;;;;;
27/09/2018;39,44;;;32730,4;42,75;42,37;;;;;
28/09/2018;40,53;;;32201,5;43,3125;37,22;;;;;
01/10/2018;41,89;;;30928,8;45,4375;41,61;;;;;
02/10/2018;40,74;;;30168,7;47,875;43,28;;;;;
03/10/2018;39,07;;;30547,1;47,25;38,75;;;;;
04/10/2018;38,73;;;29612,5;48,6875;45,29;;;;;
05/10/2018;39,45;;;28549,8;48,6875;42,63;;;;;
08/10/2018;38,91;;;27613,1;49;46,28;;;;;
09/10/2018;38,56;;;29598,2;50,1875;45,65;;;;;
10/10/2018;38,18;;;29430,6;48,8125;44,5;;;;;
11/10/2018;38,17;;;28721,4;48,6875;44,88;;;;;
12/10/2018;37,77;;;28370,5;51,375;45,9;;;;;
16/10/2018;37,6;;;28673,3;49,8125;43,84;;;;;
17/10/2018;37,11;;;28567,8;52,8125;47,44;;;;;
18/10/2018;37,29;;;28359,7;53,4375;48,48;;;;;
19/10/2018;37,51;;;28157,4;53,25;51,87;;;;;
22/10/2018;37,53;;;29335;51,1875;47,61;;;;;
23/10/2018;37,42;;;29369,9;52,5625;48,48;;;;;
24/10/2018;37,58;;;28898,2;51,5;41,62;;;;;
25/10/2018;37,88;;;29425,8;53,8125;48,98;;;;;
26/10/2018;37,79;;;29491,1;50,25;51,34;;;;;
29/10/2018;37,85;;;31308,6;51,4375;50,81;;;;;
30/10/2018;37,77;;;31419,3;53,25;47,33;;;;;
31/10/2018;37,78;;;31429,3;51,5;47,95;;;;;
01/11/2018;36,98;;;31404,7;53,625;48,83;;;;;
02/11/2018;36,78;;;30736,4;51,25;48,73;;;;;
05/11/2018;36,6;;;29912,5;51,6875;47,6;;;;;
07/11/2018;36,6;;;29423,3;52,125;48,7;;;;;
08/11/2018;36,72;;;28543,4;52,0625;47,58;;;;;
09/11/2018;36,53;;;29372,5;50,9375;46,03;;;;;
12/11/2018;36,38;;;30473,8;51,875;47,54;;;;;
13/11/2018;36,42;;;31109,3;51,25;47,53;;;;;
14/11/2018;36,97;;;29714,7;53,0625;47,68;;;;;
15/11/2018;37;;;30262,9;52,25;47,48;;;;;
16/11/2018;36,98;;;30274,5;51,5625;46,9;;;;;
20/11/2018;36,98;;;30723,5;51,125;51,18;;;;;
21/11/2018;37,17;;;31131,9;50,3125;47,26;;;;;
22/11/2018;37,25;;;30921,1;50,4375;47,57;;;;;
23/11/2018;37,43;;;31138,7;50,0625;47,55;;;;;
26/11/2018;38,51;;;31482,6;48,8125;48,69;;;;;
27/11/2018;39,97;;;31888,8;51,625;47,39;;;;;
28/11/2018;39,58;;;31958,3;50,625;42,74;;;;;
29/11/2018;39,54;;;31779,9;51,25;47,38;;;;;
03/12/2018;38,81;;;32019,8;49,25;44,12;;;;;
04/12/2018;37,62;;;31550,4;50,1875;47,14;;;;;
05/12/2018;38,32;;;30753,5;49,1875;45,77;;;;;
06/12/2018;38,68;;;30941,1;49,25;46,46;;;;;
07/12/2018;38,67;;;31081,4;48,875;47,35;;;;;
10/12/2018;38,31;;;31019,8;48;43,78;;;;;
11/12/2018;38,75;;;31109,5;49,625;46,02;;;;;
12/12/2018;38,75;;;29888;47,8125;45,21;;;;;
13/12/2018;38,62;;;29777,3;48,5625;45,48;;;;;
14/12/2018;38,8;;;29968,3;47,3125;45,05;;;;;
17/12/2018;39,03;;;29242,8;48,5;44,4;;;;;
18/12/2018;39,22;;;28456,9;48,0625;45,97;;;;;
19/12/2018;39,19;;;28473,4;49,5625;47,33;;;;;
20/12/2018;39,33;;;29519,4;48,5625;46,78;;;;;
21/12/2018;39,05;;;30292,6;47,9375;48,64;;;;;
26/12/2018;39,03;;;31096,6;47;44,86;;;;;
27/12/2018;39,48;;;31065,1;48,25;44,78;;;;;
28/12/2018;39,4;;;32303,1;49,5;41,84;;;;;
02/01/2019;38,85;;;33010,5;47;44,98;;;;;
03/01/2019;38,74;;;32914,9;47,5;45,43;;;;;
04/01/2019;38,51;;;33769,4;46,9375;45,49;;;;;
07/01/2019;38,41;;;34167,5;47,25;45,27;;;;;
08/01/2019;38,4;;;33884,6;47,0625;47,65;;;;;
09/01/2019;38,63;;;33771,2;45,9375;42,46;;;;;
10/01/2019;38,5;;;33562,5;46,5625;46,13;;;;;
11/01/2019;38,16;;;34048;45,625;44,08;;;;;
14/01/2019;38,03;;;34262,7;45,875;43,38;;;;;
15/01/2019;38,06;;;35100,5;46,5;43,71;;;;;
16/01/2019;38,2;;;35303,3;45,625;43,24;;;;;
17/01/2019;38,47;;;34042,8;45,75;43,7;;;;;
18/01/2019;38,74;;;34819,1;46;44,09;;;;;
21/01/2019;38,56;;;34939,1;45,125;43,11;;;;;
22/01/2019;38,69;;;34810,5;45,5625;43,77;;;;;
23/01/2019;38,53;;;34840,8;45,8125;43,66;;;;;
24/01/2019;38,58;;;35511,2;45,375;43,57;;;;;
25/01/2019;38,48;;;36039,1;44,625;42,55;;;;;
28/01/2019;38,19;;;36326,9;44,5;42,98;;;;;
29/01/2019;38,14;;;36599,9;44,625;42,78;;;;;
30/01/2019;38,57;;;37145;44,0625;42,24;;;;;
31/01/2019;38,59;;;37471,7;44,5625;43,15;;;;;
01/02/2019;38,28;;;36731,7;42,5625;39,88;;;;;
04/02/2019;38,31;;;35929;42,375;42,16;;;;;
05/02/2019;38,26;;;36664,2;41,4375;41,29;;;;;
06/02/2019;38,25;;;37023,7;40,8125;41,16;;;;;
07/02/2019;38,4;;;37686;39,4375;39,36;;;;;
08/02/2019;38,91;;;37038,9;38,125;37;;;;;
11/02/2019;38,9;;;37385,8;37,375;37,51;;;;;
12/02/2019;39,07;;;37470;36,625;37,03;;;;;
13/02/2019;38,94;;;37355,2;35,875;36,73;;;;;
14/02/2019;39,2;;;36292,3;36,0625;35,46;;;;;
15/02/2019;39,3;;;36503,5;35,375;34,67;;;;;
18/02/2019;39,51;;;35852,1;35,25;34,62;;;;;
19/02/2019;39,8;;;36646,8;35,375;34,45;;;;;
20/02/2019;40,32;;;36332;35,1875;34,59;;;;;
21/02/2019;40,71;;;36026,6;35,9375;34,41;;;;;
22/02/2019;40,54;;;35345,5;36,5625;35,07;;;;;
25/02/2019;40,21;;;34485,8;36;34,66;;;;;
26/02/2019;40,01;;;33834,9;37,375;38,29;;;;;
27/02/2019;39,95;;;32340,4;36,8125;35,42;;;;;
28/02/2019;39,83;;;33189,9;37,125;34,8;;;;;
01/03/2019;40,14;;;33020,1;36,625;35,48;;;;;
06/03/2019;40,84;;;33790,7;36,5625;34,49;;;;;
07/03/2019;41,71;;;33681,3;37,3125;35,22;;;;;
08/03/2019;43,41;;;34023;39,125;37,13;;;;;
11/03/2019;42,27;;;33530,5;39,5625;36,32;;;;;
12/03/2019;42,29;;;33933,1;40,8125;38,23;;;;;
13/03/2019;42,52;;;34939,3;40,75;38;;;;;
14/03/2019;42,3;;;34373,2;41,3125;38,76;;;;;
15/03/2019;41,76;;;34743,9;43,5;40,61;;;;;
18/03/2019;41,13;;;34186,1;42,25;38,88;;;;;
19/03/2019;41,02;;;32828;43,125;39,95;;;;;
20/03/2019;41,59;;;33166,3;42,0625;39,75;;;;;
21/03/2019;41,95;;;32627,6;43,25;40,2;;;;;
22/03/2019;42,02;;;32174,7;43;39,47;;;;;
25/03/2019;42,86;;;32892,2;44,1875;41,18;;;;;
26/03/2019;42,99;;;33466;44,125;42,67;;;;;
27/03/2019;43,67;;;33006,8;43,25;40,3;;;;;
28/03/2019;44,92;;;31765,1;45,3125;43,49;;;;;
29/03/2019;44,65;;;32142,5;45,6875;42,25;;;;;
01/04/2019;44,4;;;32666,9;46,125;43,47;;;;;
03/04/2019;43,86;;;33080,9;48,5;45,33;;;;;
04/04/2019;43,84;;;31743,4;48,5;46,78;;;;;
05/04/2019;44,41;;;32154,5;47,25;43,24;;;;;
08/04/2019;44,96;;;31501;47,6875;45,27;;;;;
09/04/2019;44,84;;;31357;48,8125;45,51;;;;;
10/04/2019;44,5;;;31745,6;47,8125;43,77;;;;;
11/04/2019;44,07;;;32290,2;48,8125;46,4;;;;;
12/04/2019;43,87;;;32036,8;48,125;45,65;;;;;
15/04/2019;43,29;;;30786,6;48,3125;47;;;;;
16/04/2019;42,65;;;30926,7;49,125;46,75;;;;;
17/04/2019;43,38;;;29746,6;48,125;44,82;;;;;
22/04/2019;42,98;;;29556,8;48,125;45,46;;;;;
23/04/2019;43,69;;;30001,1;49,5625;47,79;;;;;
24/04/2019;43,52;;;28827,4;48,625;48,85;;;;;
25/04/2019;44,92;;;29571,4;49,3125;48,87;;;;;
26/04/2019;46,09;;;30817;49,25;46,43;;;;;
29/04/2019;46,9;;;32412,3;50;46,67;;;;;
30/04/2019;45,6;;;33001,1;53,375;50,47;;;;;
02/05/2019;45,36;;;32741,1;50,375;48,03;;;;;
03/05/2019;46,02;;;33776;52,125;48,82;;;;;
06/05/2019;45,55;;;34119,1;52;48,35;;;;;
07/05/2019;45,93;;;33393,8;53,3125;50,72;;;;;
08/05/2019;46,36;;;32300,3;52;50,86;;;;;
09/05/2019;46,33;;;32510,8;52,5;49,6;;;;;
10/05/2019;46,49;;;33218,1;51,875;48,04;;;;;
13/05/2019;46,04;;;33892,2;52,5625;49,74;;;;;
14/05/2019;46,39;;;33315,7;53,5625;50,81;;;;;
15/05/2019;46,16;;;33492,5;52,625;51,63;;;;;
16/05/2019;46,16;;;34481,3;52,1875;49,93;;;;;
17/05/2019;46;;;34578,8;51,9375;48,52;;;;;
20/05/2019;46,2;;;34378,6;53,6875;50,7;;;;;
21/05/2019;46,42;;;35084,9;53,6875;53,14;;;;;
22/05/2019;46,04;;;35448,5;52,3125;49,58;;;;;
23/05/2019;46,05;;;34643,5;53,4375;50,94;;;;;
24/05/2019;46,26;;;33967,3;53;51,6;;;;;
27/05/2019;46,06;;;34239,3;52,625;50,42;;;;;
28/05/2019;46,09;;;33949,5;52,625;51,35;;;;;
29/05/2019;45,88;;;33765,2;52,8125;50,52;;;;;
30/05/2019;45,78;;;34700,8;52,6875;51,15;;;;;
31/05/2019;45,64;;;35275,9;53;51,15;;;;;
03/06/2019;46,1;;;35733,7;52,9375;51,1;;;;;
04/06/2019;46,13;;;35662,9;53,3125;51,12;;;;;
05/06/2019;45,96;;;36452,8;52,6875;48,45;;;;;
06/06/2019;46,08;;;38283,3;52,9375;51,03;;;;;
07/06/2019;46,12;;;40698,2;52,6875;51,9;;;;;
10/06/2019;46,12;;;40646,3;52,125;49,19;;;;;
11/06/2019;46,14;;;40487,6;52,3125;50,74;;;;;
12/06/2019;45,94;;;40687,5;51,8125;50,27;;;;;
13/06/2019;44,88;;;39861,8;51,3125;50,44;;;;;
14/06/2019;44,62;;;40294,8;51,0625;51,39;;;;;
18/06/2019;45,17;;;40112;50,8125;49,05;;;;;
19/06/2019;44,71;;;40292,3;50,75;49,57;;;;;
21/06/2019;44,5;;;39916,8;49,9375;49,73;;;;;
24/06/2019;44,08;;;41128,4;49,75;50,48;;;;;
25/06/2019;43,67;;;41796,4;48,3125;49,33;;;;;
26/06/2019;43,48;;;41507,5;48,1875;47,93;;;;;
27/06/2019;43,95;;;41793,1;47,6875;48,89;;;;;
28/06/2019;43,94;;;41304,3;47,5;48,47;;;;;
01/07/2019;43,7;;;41380,4;47,6875;47,79;;;;;
02/07/2019;43,48;;;41755,7;48;48,82;;;;;
03/07/2019;43,45;;;42807,1;48,4375;47,42;;;;;
04/07/2019;43,25;;;42856,3;48,4375;47,41;;;;;
05/07/2019;42,89;;;42753,1;48,0625;45,76;;;;;
10/07/2019;43,1;;;41256,6;47,8125;46,83;;;;;
11/07/2019;43,09;;;41788,3;48,5;47,12;;;;;
12/07/2019;42,91;;;41451,3;47,5625;47,12;;;;;
15/07/2019;42,85;;;40752,8;48,125;47,14;;;;;
16/07/2019;43,41;;;40161,6;47,625;47,67;;;;;
17/07/2019;43,78;;;38730;48,0625;47,25;;;;;
18/07/2019;43,71;;;39203,9;47,8125;45,75;;;;;
19/07/2019;43,61;;;39784,9;48,25;47,9;;;;;
22/07/2019;43,62;;;39884,4;47,9375;46,24;;;;;
23/07/2019;43,61;;;41983,7;50,25;49,33;;;;;
24/07/2019;43,87;;;42785,5;49,125;48,46;;;;;
25/07/2019;44,06;;;42463,2;50,8125;49,03;;;;;
26/07/2019;44,56;;;42057,8;49,375;46,62;;;;;
29/07/2019;44,52;;;41411;49,5;48,55;;;;;
30/07/2019;44,93;;;41359,2;50,125;47,81;;;;;
31/07/2019;45,06;;;40873,4;49,625;48,29;;;;;
01/08/2019;45,02;;;41317;49,8125;49,5;;;;;
02/08/2019;45,55;;;40949,3;49,8125;48,81;;;;;
05/08/2019;45,89;;;41093,5;50,4375;47,52;;;;;
06/08/2019;46,69;;;44355,1;51,5625;49,22;;;;;
07/08/2019;46,48;;;27530,8;52,375;50,33;;;;;
08/08/2019;46,8;;;30344,6;52;49,45;;;;;
09/08/2019;46,47;;;29920,7;51,25;49,13;;;;;
12/08/2019;46,55;;;31039,3;53,125;50,63;;;;;
13/08/2019;57,3;;;30406,7;57,5;54,8;;;;;
14/08/2019;58,33;;;27230,6;58,125;55,49;;;;;
15/08/2019;62,18;;;27977,7;57,5625;55,53;;;;;
16/08/2019;59,72;;;27983;57,875;55,31;;;;;
20/08/2019;58,12;;;26586;57,375;53,89;;;;;
21/08/2019;57,38;;;25848,3;57,125;51,44;;;;;
22/08/2019;57,27;;;24622,5;58,9375;56,51;;;;;
23/08/2019;57,24;;;25458;58,125;56,06;;;;;
26/08/2019;57,31;;;23984,8;57,75;55,41;;;;;
27/08/2019;57,21;;;24608,6;60;56,33;;;;;
28/08/2019;58,66;;;26195,4;57,9375;57,35;;;;;
29/08/2019;60,17;;;23079,3;57,5625;52,47;;;;;
30/08/2019;60,3;;;24664,6;58,0625;56,73;;;;;
02/09/2019;62,04;;;26932,1;59,1875;59,89;;;;;
03/09/2019;58,41;;;27659,7;60,6875;57,5;;;;;
04/09/2019;58,49;;;27176,4;59,875;54,32;;;;;
05/09/2019;58,06;;;28432,2;60,4375;57,64;;;;;
06/09/2019;58,21;;;28617,9;60,9375;57,53;;;;;
09/09/2019;58,02;;;29114,8;59,1875;57,51;;;;;
10/09/2019;58,15;;;30136,3;61;56,86;;;;;
11/09/2019;58,13;;;30561,3;60,4375;58,59;;;;;
12/09/2019;58,24;;;30150,7;60,5;58,55;;;;;
13/09/2019;58,41;;;30071,1;60,75;58,53;;;;;
16/09/2019;58,44;;;30414,4;60,1875;56,71;;;;;
17/09/2019;58,77;;;30060,5;60,125;58,43;;;;;
18/09/2019;59,07;;;29152,1;60,4375;58,77;;;;;
19/09/2019;59,15;;;27819,8;59,875;56,82;;;;;
20/09/2019;59,07;;;28212,4;59,375;52,48;;;;;
23/09/2019;59,08;;;28168;59,8125;57,53;;;;;
24/09/2019;59,32;;;28877,5;59,25;59,31;;;;;
25/09/2019;59,34;;;29067;58,875;57,26;;;;;
26/09/2019;59,34;;;30066,1;59,5625;57,89;;;;;
27/09/2019;59,51;;;30792,1;59,625;57,9;;;;;
30/09/2019;59,56;;;30365,9;58,875;57,75;;;;;
01/10/2019;59,82;;;31816,5;59,9375;58,56;;;;;
02/10/2019;60,1;;;30940,9;59,375;59,33;;;;;
03/10/2019;60,22;;;30257,3;59,1875;57,42;;;;;
04/10/2019;60,23;;;30338,2;57,875;53,41;;;;;
07/10/2019;60,09;;;31743,2;57,75;55,65;;;;;
08/10/2019;60,19;;;31798,1;57,9375;57,62;;;;;
09/10/2019;60,24;;;31333,7;56,6875;55,29;;;;;
10/10/2019;60,3;;;30759,2;57,1875;54,08;;;;;
11/10/2019;60,31;;;31995,1;55,5;55,32;;;;;
15/10/2019;60,31;;;31968,5;55,6875;55,06;;;;;
16/10/2019;60,44;;;32550,7;54,8125;53,07;;;;;
17/10/2019;60,54;;;33262,6;55,0625;54,57;;;;;
18/10/2019;60,59;;;32775,1;55,25;54,96;;;;;
21/10/2019;60,73;;;33476,2;53,875;49,97;;;;;
22/10/2019;61;;;34522,3;55,0625;54,64;;;;;
23/10/2019;61,33;;;33177,2;54,375;52,78;;;;;
24/10/2019;62,37;;;32544,2;53,4375;53,19;;;;;
25/10/2019;63,34;;;33889;50,25;52,5;;;;;
28/10/2019;65;;;34995,2;53,5625;52,83;;;;;
29/10/2019;63,46;;;35743;51,125;51,6;;;;;
30/10/2019;63,42;;;37278,5;50,0625;49,41;;;;;
31/10/2019;63,43;;;36870;48,6875;48,91;;;;;
01/11/2019;63,23;;;35500,5;48,4375;48,68;;;;;
04/11/2019;63,35;;;35869,2;47,6875;46,09;;;;;
05/11/2019;63,33;;;34131,1;47,625;47,31;;;;;
07/11/2019;63,26;;;33661,1;46,5;46,04;;;;;
08/11/2019;63,22;;;33430,1;47,5;45,94;;;;;
11/11/2019;63,05;;;32340,7;46,5;46,4;;;;;
12/11/2019;63,07;;;31019,7;46,4375;45,9;;;;;
13/11/2019;62,99;;;31851,6;46,25;45,78;;;;;
14/11/2019;63;;;32252,8;45,6875;45,01;;;;;
15/11/2019;62,97;;;33421,1;47,1875;44,72;;;;;
19/11/2019;62,93;;;33247,4;45,375;45,01;;;;;
20/11/2019;62,9;;;33588,8;45,125;42,57;;;;;
21/11/2019;62,9;;;33494,7;45,3125;44,69;;;;;
22/11/2019;62,91;;;32113,3;45,0625;44,63;;;;;
25/11/2019;62,9;;;33929,7;44,5625;44,59;;;;;
26/11/2019;62,91;;;34219,8;45,375;44,62;;;;;
27/11/2019;62,87;;;34500,2;44,375;44,13;;;;;
28/11/2019;62,87;;;33446,9;44,5625;44,33;;;;;
29/11/2019;62,88;;;32756,7;44,1875;43,99;;;;;
02/12/2019;62,93;;;34691,6;44,1875;44,39;;;;;
03/12/2019;62,93;;;35443,1;44,3125;42,88;;;;;
04/12/2019;62,9;;;36562;43,5;41,2;;;;;
05/12/2019;62,94;;;36409,1;43,9375;43,51;;;;;
06/12/2019;62,94;;;34657,4;42,6875;43,31;;;;;
09/12/2019;62,94;;;35019,5;42,5;41,36;;;;;
10/12/2019;62,99;;;35504,6;42,875;42,28;;;;;
11/12/2019;63,04;;;36769,6;42,3125;41,63;;;;;
12/12/2019;63,08;;;37620,1;42,3125;41,64;;;;;
13/12/2019;63,09;;;36918,8;41,875;42,25;;;;;
16/12/2019;63,07;;;37620,2;41,625;41,14;;;;;
17/12/2019;63,09;;;38083;41,25;41,39;;;;;
18/12/2019;63,09;;;38632,4;41,625;41,61;;;;;
19/12/2019;63,08;;;39915,3;40,875;40,74;;;;;
20/12/2019;63,08;;;42278,5;40,5;37,72;;;;;
23/12/2019;62,99;;;41681,9;40,75;39,85;;;;;
26/12/2019;63;;;41671,4;40,25;38,13;;;;;
27/12/2019;62,99;;;41107;40,3125;38,18;;;;;
30/12/2019;62,99;;;40499,2;39,4375;37,8;;;;;
02/01/2020;62,99;;;41469,7;38,875;37;;;;;
03/01/2020;63;;;41115,7;38,75;36,36;;;;;
06/01/2020;62,98;;;41016;38,75;36,14;;;;;
07/01/2020;62,99;;;42035,7;38,25;37,16;;;;;
08/01/2020;62,99;;;42740,4;37,5625;35,45;;;;;
09/01/2020;62,99;;;42017,8;38;36,86;;;;;
10/01/2020;62,98;;;41633,7;37,5625;36,58;;;;;
13/01/2020;62,96;;;41246,2;37,125;35,54;;;;;
14/01/2020;62,96;;;42362,3;36,5;36,04;;;;;
15/01/2020;62,97;;;42339,8;36,3125;34,7;;;;;
16/01/2020;62,98;;;43054;36,125;35,64;;;;;
17/01/2020;62,97;;;41485,9;35,375;35,48;;;;;
20/01/2020;62,97;;;42002,3;35,375;33,49;;;;;
21/01/2020;62,97;;;41140,2;34,9375;34,92;;;;;
22/01/2020;62,98;;;39917,8;34,9375;34,39;;;;;
23/01/2020;62,98;;;39604,6;34,5625;34,16;;;;;
24/01/2020;62,98;;;40829,7;34,875;33,57;;;;;
27/01/2020;62,98;;;40341,4;34,3125;32,92;;;;;
28/01/2020;62,97;;;40395;34,5;33,72;;;;;
29/01/2020;63,07;;;40105;34,3125;33,45;;;;;
30/01/2020;62,97;;;41577,1;34,3125;33,63;;;;;
31/01/2020;62,97;;;41033,8;34;33,36;;;;;
03/02/2020;63,03;;;40767,1;34,3125;32,77;;;;;
04/02/2020;63,05;;;40906,1;34,6875;33,44;;;;;
05/02/2020;63,07;;;41213,9;34,25;33,11;;;;;
06/02/2020;63,1;;;41053;34,6875;33,47;;;;;
07/02/2020;63,01;;;39824,5;34,125;32,07;;;;;
10/02/2020;63,05;;;39936,2;34,5;33,3;;;;;
11/02/2020;63,31;;;38669,5;35,1875;33,91;;;;;
12/02/2020;63,46;;;38647,7;34,375;32,44;;;;;
13/02/2020;63,62;;;39200,3;35,25;33,43;;;;;
14/02/2020;63,66;;;38157;34,0625;32,08;;;;;
17/02/2020;63,73;;;38390,8;33,9375;33,19;;;;;
18/02/2020;63,78;;;38961,4;32,875;32,96;;;;;
19/02/2020;63,66;;;38602,5;33,4375;30,62;;;;;
20/02/2020;63,71;;;36422,2;33;32,25;;;;;
21/02/2020;63,87;;;35387,1;31,875;31,14;;;;;
26/02/2020;63,99;;;34973,2;31,125;29,64;;;;;
27/02/2020;64,09;;;36253,3;31,0625;30,51;;;;;
28/02/2020;64,03;;;35999,2;31,8125;30,36;;;;;
02/03/2020;64,26;;;37243,4;31;29,92;;;;;
03/03/2020;64,39;;;36772,2;31,1875;30,25;;;;;
04/03/2020;64,51;;;35222,4;30,5;28,87;;;;;
05/03/2020;64,53;;;30379,9;30,4375;29,2;;;;;
06/03/2020;64,41;;;32832,3;29,875;27,89;;;;;
09/03/2020;64,71;;;31419,6;29,5625;27,88;;;;;
10/03/2020;64,71;;;28351,9;29,75;28,71;;;;;
11/03/2020;64,72;;;28448;29,8125;28,94;;;;;
12/03/2020;64,74;;;25697,5;29,5;28,47;;;;;
13/03/2020;65,02;;;25823,5;29,3125;27,02;;;;;
16/03/2020;65,05;;;22087,1;29,5;27,18;;;;;
17/03/2020;65,09;;;22656,4;29,5;28,17;;;;;
18/03/2020;64,96;;;23890,4;29,5;28,62;;;;;
19/03/2020;65,46;;;26338;29,3125;28,33;;;;;
20/03/2020;65,59;;;25483,9;29;25,14;;;;;
25/03/2020;65,91;;;24058,6;29,3125;28,34;;;;;
26/03/2020;65,85;;;24384,2;29,375;28,45;;;;;
27/03/2020;66,13;;;25324,3;27,75;26,43;;;;;
30/03/2020;66,44;;;26003,3;27,5625;27,27;;;;;
01/04/2020;66,58;;;26505,4;27;25,22;;;;;
02/04/2020;66,61;;;26922,6;26,125;26,74;;;;;
03/04/2020;66,51;;;26696,1;25,75;25,04;;;;;
06/04/2020;66,85;;;28017,6;25,125;25,91;;;;;
07/04/2020;66,97;;;28880,6;23,0625;24,84;;;;;
08/04/2020;67,09;;;30781,6;21,9375;22,04;;;;;
13/04/2020;67,07;;;32070,7;21;20,95;;;;;
14/04/2020;67,43;;;30077,7;18,125;20,52;;;;;
15/04/2020;67,53;;;29883,3;18,25;18,66;;;;;
16/04/2020;67,6;;;30535,7;16,875;18,74;;;;;
17/04/2020;67,87;;;30237,1;16,875;19,23;;;;;
20/04/2020;67,96;;;30554,9;18,25;20,51;;;;;
21/04/2020;67,96;;;30378,9;17,4375;20,9;;;;;
22/04/2020;68,34;;;29258,1;16,1875;20,96;;;;;
23/04/2020;68,43;;;29986,2;15,9375;20,14;;;;;
24/04/2020;68,69;;;33064,8;18,3125;22,01;;;;;
27/04/2020;68,69;;;33185,1;18,3125;20,94;;;;;
28/04/2020;68,89;;;32742,8;18,375;21,44;;;;;
29/04/2020;68,97;;;32387,3;18,3125;20,97;;;;;
30/04/2020;69,07;;;33546,5;18,4375;19,59;;;;;
04/05/2020;69,16;;;34158,9;21,0625;21,72;;;;;
05/05/2020;69,16;;;35850,2;19,875;22,32;;;;;
06/05/2020;69,31;;;36183,9;20,0625;22,63;;;;;
07/05/2020;69,47;;;38581,6;19,8125;22,42;;;;;
08/05/2020;69,54;;;39133,7;20,625;22,49;;;;;
11/05/2020;69,63;;;37842,8;21,0625;23,92;;;;;
12/05/2020;69,63;;;39225,7;20,5625;22,11;;;;;
13/05/2020;69,66;;;39388,3;21,8125;22,86;;;;;
14/05/2020;69,84;;;40286,7;20,75;22,58;;;;;
15/05/2020;70,05;;;39388,7;22,625;24,06;;;;;
18/05/2020;70,06;;;39809,2;26,4375;25,68;;;;;
19/05/2020;70,26;;;41388,5;26,25;25,85;;;;;
20/05/2020;70,32;;;40962,7;26,5;25,85;;;;;
21/05/2020;70,33;;;41060,3;26,5;26,42;;;;;
22/05/2020;70,38;;;40431,6;26,1875;25,82;;;;;
26/05/2020;70,58;;;38985,8;25,6875;25,84;;;;;
27/05/2020;70,61;;;37824,7;26,4375;25,7;;;;;
28/05/2020;70,63;;;40017;26,5;25,77;;;;;
29/05/2020;70,69;;;42037,6;26,5625;25,2;;;;;
01/06/2020;70,76;;;43853,1;28,5;29,44;;;;;
02/06/2020;70,72;;;43676,2;29;27,42;;;;;
03/06/2020;71,01;;;45128,8;29,5625;27,58;;;;;
04/06/2020;70,92;;;48881,2;29,75;29,46;;;;;
05/06/2020;71,15;;;46471,1;29,5625;29,45;;;;;
08/06/2020;71,48;;;46476,1;29,5625;28,66;;;;;
09/06/2020;71,88;;;43057,9;29,875;29,27;;;;;
10/06/2020;72,04;;;43417,2;29,5;29,27;;;;;
11/06/2020;72,2;;;42686,1;29,6875;29,37;;;;;
12/06/2020;72,34;;;40471,2;29,1875;28,61;;;;;
16/06/2020;72,5;;;37990,6;29,75;29,32;;;;;
17/06/2020;72,68;;;40951,5;29,8125;28,89;;;;;
18/06/2020;72,86;;;40344,3;29,4375;28,98;;;;;
19/06/2020;73,08;;;40803,6;29,8125;29,11;;;;;
22/06/2020;73,13;;;40435,3;29,625;29,5;;;;;
23/06/2020;73,13;;;41996,7;29,75;29,27;;;;;
24/06/2020;73,44;;;40589,9;29,75;29,64;;;;;
25/06/2020;73,51;;;40308,1;29,8125;29,06;;;;;
26/06/2020;73,53;;;38686,7;29,625;29,24;;;;;
29/06/2020;73,56;;;39846,7;29;28,73;;;;;
30/06/2020;73,86;;;39500,9;29,6875;29,29;;;;;
01/07/2020;74,07;;;39758,2;29,75;29,48;;;;;
02/07/2020;74,13;;;43339,7;29,5625;28,04;;;;;
